county,estabs_20175221,emplvl_20175221,estabs_20175222,emplvl_20175222,estabs_20175223,emplvl_20175223
53027,40,346,7,0,1,0
53029,25,0,1,0,,
53031,15,0,1,0,,
53033,708,9777,312,4503,202,1455
53035,79,871,20,146,10,96
53037,15,0,4,0,1,0
53039,7,40,,,,
53041,29,207,7,0,2,0
53043,12,0,,,,
53045,17,0,,,2,0
53047,16,0,1,0,,
53049,16,102,,,,
53051,2,0,1,0,,
53053,255,2891,77,536,37,174
53055,8,0,,,1,0
53057,57,531,11,156,7,50
53059,3,0,,,1,0
53061,218,2455,78,476,37,301
53063,192,3798,59,506,30,398
53065,7,43,3,5,,
53067,95,992,39,197,22,71
53069,2,0,,,,
53071,22,473,7,0,1,0
53073,98,1275,17,106,5,17
53075,20,0,2,0,,
53077,72,862,20,81,10,61
53999,11,606,12,61,3,27
54000,807,8466,199,792,48,134
54001,4,0,,,,
54003,36,286,16,109,7,11
54005,6,0,1,0,,
54007,7,0,,,,
54009,10,0,2,0,,
54011,53,601,14,0,1,0
54013,2,0,,,,
54015,2,0,,,,
54017,3,0,,,,
54019,20,136,4,0,1,0
54021,2,0,,,,
54023,4,0,1,0,,
54025,18,127,6,19,,
54027,9,0,3,0,,
54029,13,167,5,42,,
54031,9,95,,,,
54033,44,307,11,88,,
54035,13,138,3,12,,
54037,16,205,1,0,4,0
54039,87,1295,14,0,2,0
54041,5,0,1,0,,
54043,6,32,,,,
54045,16,103,5,14,,
54047,5,0,,,,
54049,25,277,4,10,,
54051,15,0,1,0,,
54053,10,64,,,,
54055,17,224,11,0,2,0
54057,12,71,7,32,,
54059,14,0,2,0,,
54061,48,431,11,29,,
54063,3,39,,,,
54065,5,68,,,,
54067,10,64,4,6,,
54069,32,679,3,0,1,0
54071,3,60,,,,
54073,6,53,,,,
54075,5,29,,,,
54077,12,134,,,,
54079,27,216,5,0,2,0
54081,31,270,7,0,1,0
54083,11,0,4,0,,
54085,8,41,,,,
54087,5,71,,,,
54089,4,0,2,0,,
54091,3,24,,,,
54093,4,33,,,,
54095,6,50,,,,
54097,8,0,1,0,,
54099,11,57,5,17,,
54101,4,18,,,,
54103,11,71,3,3,,
54105,2,0,,,,
54107,44,505,4,15,,
54109,6,0,1,0,,
54999,18,47,38,75,28,101
55000,2533,39068,558,5611,320,2670
55001,4,36,,,,
55003,9,80,2,0,1,0
55005,25,316,5,0,1,0
55007,11,63,,,,
55009,125,2091,27,192,21,84
55011,9,0,1,0,,
55013,5,0,,,,
55015,24,0,1,0,,
55017,26,277,3,0,2,0
55019,16,0,2,0,,
55021,27,282,7,0,4,0
55023,11,0,2,0,,
55025,202,3310,53,1402,30,503
55027,41,346,6,25,4,11
55029,19,0,2,0,,
55031,14,216,7,24,,
55033,16,325,3,0,1,0
55035,47,680,13,150,5,9
55037,4,0,,,,
55039,40,544,8,0,2,0
55041,7,54,1,0,,
55043,36,322,4,0,3,0
55045,19,234,4,0,1,0
55047,14,226,,,,
55049,15,0,1,0,,
55051,4,26,,,,
55053,12,0,,,1,0
55055,34,462,8,0,1,0
55057,11,0,,,1,0
55059,52,481,14,0,3,0
55061,12,122,,,,
55063,53,1107,11,40,8,75
55065,9,93,,,,
55067,8,217,3,0,3,0
55069,12,160,2,0,1,0
55071,34,418,7,118,3,5
55073,81,1166,19,404,4,5
55075,24,312,4,0,2,0
55077,8,44,,,,
55079,312,6880,69,378,47,485
55081,14,279,6,33,3,5
55083,17,118,1,0,1,0
55085,20,196,3,7,3,10
55087,93,1186,20,117,11,95
55089,45,519,6,0,4,0
55091,2,0,,,,
55093,17,0,,,1,0
55095,19,176,2,0,1,0
55097,30,254,6,0,3,0
55099,10,113,,,,
55101,71,1058,18,300,8,12
55103,10,0,2,0,,
55105,52,954,14,70,8,20
55107,10,0,,,1,0
55109,34,450,10,110,6,19
55111,34,361,6,0,3,0
55113,12,134,2,0,1,0
55115,20,194,4,0,1,0
55117,47,1031,9,24,4,19
55119,10,0,,,1,0
55121,19,0,1,0,,
55123,14,238,1,0,1,0
55125,12,82,,,,
55127,44,426,10,23,4,11
55129,9,108,1,0,2,0
55131,54,593,13,108,8,29
55133,208,4509,64,918,26,542
55135,31,287,4,0,2,0
55137,12,0,1,0,,
55139,71,1477,10,42,8,28
55141,42,668,10,95,5,14
55999,20,374,48,413,57,124
56000,239,3591,114,0,27,0
56001,10,185,7,0,2,0
56003,8,0,2,0,,
56005,14,247,7,0,2,0
56007,5,84,,,,
56009,5,0,3,0,,
56011,3,40,,,,
56013,14,178,9,36,,
56015,7,0,1,0,,
56017,4,28,,,,
56019,4,0,2,0,,
56021,37,661,21,103,5,5
56023,7,75,3,3,,
56025,24,494,22,121,3,11
56027,2,0,,,,
56029,20,219,5,13,,
56031,8,0,2,0,,
56033,14,235,9,0,1,0
56035,4,32,1,0,,
56037,16,210,8,12,6,17
56039,11,230,6,20,8,11
56041,10,111,6,0,1,0
56043,7,0,1,0,,
56045,3,46,,,,
56999,2,0,,,,
72000,573,9450,185,3401,72,381
72001,2,0,,,,
72003,3,96,,,,
72005,13,174,5,0,1,0
72007,2,0,,,,
72009,5,121,,,,
72011,5,55,,,,
72013,16,316,4,0,2,0
72015,2,0,,,,
72017,6,0,,,1,0
72019,3,0,1,0,,
72021,32,371,13,0,4,0
72023,4,0,2,0,,
72025,25,298,12,0,3,0
72027,3,0,,,,
72029,4,37,2,0,1,0
72031,26,336,11,0,4,0
72033,3,0,2,0,,
72035,6,59,2,0,1,0
72037,3,19,,,,
72039,2,0,,,,
72041,3,0,1,0,1,0
72043,4,0,1,0,,
72045,2,0,,,,
72047,2,0,,,,
72049,1,0,,,,
72051,6,0,,,1,0
72053,7,99,1,0,3,0
72054,2,0,,,,
72055,1,0,,,,
72057,7,73,1,0,1,0
72059,2,0,,,,
72061,30,503,12,490,7,43
72063,2,0,,,,
72065,4,0,,,1,0
72067,2,0,,,,
72069,13,178,3,0,1,0
72071,5,88,3,0,1,0
72073,4,0,,,,
72075,5,59,,,1,0
72077,4,55,,,1,0
72079,2,0,,,,
72081,2,0,,,,
72083,2,0,,,,
72085,3,0,1,0,,
72087,2,0,,,,
72089,2,0,,,,
72091,10,0,2,0,,
72093,2,0,,,,
72095,2,0,,,,
72097,20,302,7,0,1,0
72099,2,0,1,0,,
72101,2,0,,,,
72103,2,0,,,,
72105,3,33,,,1,0
72107,1,0,,,,
72109,2,0,,,,
72111,3,22,,,,
72113,26,282,14,0,3,0
72115,3,0,1,0,,
72117,2,0,,,,
72119,4,46,1,0,2,0
72121,2,0,,,,
72123,3,31,,,,
72125,4,32,,,,
72127,135,3234,70,2235,25,166
72129,4,0,1,0,,
72131,4,0,2,0,,
72133,2,0,,,1,0
72135,3,28,,,,
72137,10,115,2,0,2,0
72139,6,0,,,,
72141,1,0,1,0,,
72143,5,86,2,0,,
72145,7,92,2,0,1,0
72147,2,0,,,,
72149,3,0,,,,
72151,4,0,,,1,0
72153,7,91,5,15,,
72999,2,0,,,1,0
78000,40,471,9,20,12,114
78010,13,0,3,0,6,0
78020,2,0,,,1,0
78030,25,314,6,0,5,0
C1018,51,0,31,0,5,0
C1038,37,714,12,0,2,0
C1042,251,2399,63,317,38,212
C1050,47,558,45,0,1,0
C1054,38,319,9,51,7,15
C1058,393,0,48,835,30,0
C1074,242,0,197,0,59,0
C1078,80,715,59,265,5,18
C1090,304,0,37,0,35,0
C1102,62,579,14,0,1,0
C1110,88,2201,35,318,14,30
C1118,48,474,9,37,4,18
C1126,113,3119,49,343,19,71
C1146,110,1184,16,969,8,92
C1150,55,512,62,163,3,7
C1154,117,0,21,0,11,95
C1164,26,575,5,0,3,0
C1170,174,1830,63,0,18,0
C1202,58,486,35,128,6,0
C1206,1418,26006,1119,11963,518,0
C1210,86,740,8,36,11,61
C1222,54,597,51,0,3,0
C1226,131,1654,101,473,19,0
C1242,549,7578,409,7419,164,2560
C1254,132,1705,59,363,47,179
C1258,885,11622,387,5318,174,3211
C1262,80,973,11,70,4,4
C1270,113,1299,9,24,12,65
C1294,314,3730,271,1532,58,242
C1298,36,532,4,0,5,0
C1302,37,523,4,27,4,75
C1314,121,0,55,259,20,59
C1322,50,407,11,0,2,0
C1338,98,1275,17,106,5,17
C1346,73,670,38,205,27,90
C1374,65,1368,39,0,22,0
C1378,91,753,6,22,3,20
C1382,477,14939,383,2053,49,295
C1390,69,0,19,129,4,11
C1398,74,0,20,61,5,0
C1401,61,886,12,0,1,0
C1402,47,0,17,0,4,11
C1410,41,0,7,0,,
C1426,266,3939,133,0,72,355
C1446,1816,38437,381,5494,263,2195
C1450,129,1445,46,408,52,227
C1454,83,1008,28,0,17,41
C1474,79,871,20,146,10,96
C1486,419,5758,130,2777,108,325
C1518,84,1113,107,603,10,31
C1526,43,338,21,64,9,19
C1538,443,11118,57,1658,41,461
C1550,48,445,23,221,5,10
C1554,93,0,19,0,19,271
C1568,28,280,13,0,1,0
C1594,153,1661,34,1261,21,60
C1598,238,2014,63,249,60,164
C1602,42,0,14,37,4,4
C1606,44,0,12,0,2,0
C1618,19,0,33,370,2,0
C1622,24,494,22,121,3,11
C1630,141,0,25,1106,18,0
C1654,64,763,9,0,2,0
C1658,76,0,10,185,4,0
C1662,95,1411,15,0,2,0
C1670,179,2210,202,1623,62,167
C1674,778,30789,478,10997,173,2248
C1682,89,0,25,111,6,0
C1686,183,2323,102,584,44,388
C1694,37,661,21,103,5,5
C1698,2623,62012,861,21472,733,10617
C1702,55,529,23,195,12,40
C1714,898,16966,243,3133,175,4996
C1730,95,1165,68,0,18,0
C1742,48,0,38,356,10,0
C1746,837,11785,220,0,156,0
C1766,61,1458,30,183,13,71
C1778,74,0,38,0,4,7
C1782,183,2773,85,0,65,0
C1786,71,810,25,0,12,0
C1790,211,4372,237,0,57,0
C1798,88,1055,92,0,18,0
C1802,35,430,9,62,4,10
C1814,668,0,234,0,222,8984
C1858,152,2234,108,0,15,0
C1870,26,390,4,9,4,9
C1888,107,1321,49,275,16,115
C1906,50,445,13,52,5,18
C1910,1866,0,1374,45757,527,16606
C1914,26,413,34,108,,
C1918,26,238,4,0,1,0
C1930,107,787,78,212,12,63
C1934,151,2684,39,0,23,0
C1938,280,2435,85,4084,36,138
C1946,53,758,61,342,4,12
C1950,37,815,6,48,4,42
C1966,189,1527,69,725,22,76
C1974,823,13066,545,9141,532,8823
C1978,291,0,123,5375,100,0
C1982,1266,19314,214,9011,183,12594
C2002,70,806,60,0,2,0
C2010,47,0,27,384,8,0
C2022,65,1558,14,55,9,30
C2026,113,1700,17,58,3,5
C2050,166,1611,49,0,19,0
C2070,61,605,5,16,4,21
C2074,73,956,16,0,7,0
C2094,27,390,12,93,12,87
C2106,68,820,25,0,19,0
C2114,64,938,11,0,7,0
C2130,42,478,2,0,1,0
C2134,154,0,188,958,31,265
C2150,111,1226,19,0,2,0
C2166,118,1595,36,246,26,63
C2178,113,1638,38,0,22,0
C2182,35,441,5,22,,
C2202,117,0,45,0,20,0
C2214,27,410,37,185,6,25
C2218,84,765,57,403,13,76
C2222,208,2744,44,286,22,356
C2238,23,236,13,137,6,15
C2242,108,1813,25,168,16,95
C2250,61,690,78,428,22,64
C2252,67,1025,66,0,1,0
C2254,40,544,8,0,2,0
C2266,106,1418,34,506,37,154
C2290,126,1619,76,0,14,0
C2306,171,2030,52,654,23,125
C2342,191,2640,85,602,73,264
C2346,31,455,39,0,2,0
C2354,90,0,30,0,12,38
C2358,53,666,45,869,15,21
C2390,29,334,2,0,1,0
C2402,57,0,2,0,1,0
C2414,34,312,19,0,2,0
C2422,52,709,14,87,3,7
C2426,53,603,9,73,9,19
C2430,46,864,20,151,13,88
C2434,318,5864,53,779,29,0
C2442,31,299,8,34,8,21
C2450,31,454,12,95,4,21
C2454,77,845,17,192,14,20
C2458,154,2330,28,0,22,0
C2466,260,3979,89,0,29,0
C2478,62,1189,34,328,6,17
C2486,268,5294,256,0,56,0
C2502,11,103,1,0,1,0
C2506,156,1878,102,0,35,0
C2518,96,0,34,0,21,2194
C2522,43,342,61,267,6,20
C2526,20,234,8,41,8,28
C2542,266,0,32,181,19,0
C2550,61,507,21,0,6,0
C2554,491,6602,132,1044,84,516
C2562,71,0,43,140,20,45
C2586,109,916,57,0,5,0
C2594,62,728,47,0,10,0
C2598,10,0,16,0,1,0
C2614,47,328,9,0,2,0
C2630,59,430,14,57,4,31
C2638,90,844,88,302,11,19
C2642,1694,28446,1058,10939,395,4585
C2658,167,0,40,166,19,0
C2662,159,2071,139,704,15,42
C2682,64,0,21,0,12,62
C2690,632,0,268,5897,151,0
C2698,67,0,11,0,5,8
C2706,52,674,4,16,,
C2710,53,783,3,17,6,73
C2714,217,3544,149,995,71,256
C2718,54,0,30,0,11,26
C2726,443,0,234,7847,113,0
C2734,44,454,16,46,4,18
C2750,52,954,14,70,8,20
C2762,69,1217,30,0,6,0
C2774,83,749,62,0,10,0
C2778,86,913,10,75,,
C2786,49,575,19,0,1,0
C2790,89,987,52,0,5,0
C2798,54,506,30,0,14,0
C2802,96,3456,17,0,11,0
C2810,30,450,8,59,7,19
C2814,825,15348,383,4450,181,0
C2842,77,1354,13,0,11,0
C2866,113,1838,81,0,8,0
C2870,146,0,67,219,8,0
C2874,79,755,7,0,2,0
C2894,374,4378,173,2800,44,0
C2902,31,393,8,34,4,29
C2910,61,1195,11,40,8,75
C2918,205,2448,161,576,27,106
C2920,74,825,18,0,4,0
C2934,105,895,62,305,11,62
C2942,38,548,10,172,15,55
C2946,146,2017,60,290,15,93
C2954,228,2132,38,347,16,186
C2962,156,2791,20,0,18,0
C2970,75,1697,62,400,14,65
C2974,52,692,48,412,4,11
C2982,421,6021,551,7447,257,1830
C2994,54,535,11,0,4,0
C3002,54,0,40,0,2,0
C3014,55,508,7,25,,
C3030,23,473,7,0,6,0
C3034,41,728,13,100,6,133
C3046,220,2557,84,461,49,184
C3062,42,442,14,84,4,12
C3070,156,2137,25,2429,35,667
C3078,331,0,86,659,44,588
C3086,49,537,22,0,20,0
C3098,98,1581,56,253,13,42
C3102,22,535,9,46,3,7
C3108,2968,57279,1805,30035,1699,16231
C3114,497,6162,223,2122,151,0
C3118,106,0,58,0,16,41
C3134,112,0,31,0,10,75
C3142,72,932,48,337,7,0
C3146,23,185,8,27,13,61
C3154,263,0,65,1469,35,0
C3170,139,1529,49,444,29,0
C3174,42,807,12,0,4,0
C3186,40,0,7,0,2,0
C3190,63,527,11,44,5,16
C3242,22,0,7,0,1,0
C3258,157,3208,177,935,43,186
C3278,82,948,32,213,15,36
C3282,413,0,291,0,124,0
C3290,38,543,20,268,15,32
C3310,1728,26148,1111,12277,699,6084
C3314,34,543,10,0,3,0
C3322,25,0,,,2,0
C3326,54,0,26,137,12,0
C3334,619,12500,151,0,86,0
C3346,930,36207,285,6339,237,3098
C3354,50,820,23,86,14,14
C3366,167,1560,155,986,10,40
C3370,106,1330,59,371,43,155
C3374,84,963,67,1009,15,326
C3378,40,455,3,0,1,0
C3386,160,0,135,558,12,185
C3406,60,565,11,29,,
C3410,48,362,25,119,3,5
C3458,57,531,11,156,7,50
C3462,44,730,13,0,6,0
C3474,52,604,6,16,4,8
C3482,158,1452,92,609,18,48
C3490,52,419,14,43,6,15
C3494,159,1565,40,281,26,94
C3498,702,8672,501,5561,118,2063
C3510,37,323,18,0,1,0
C3530,301,3235,61,389,60,738
C3538,452,5864,298,1768,103,261
C3562,6339,117575,1411,34385,1748,23530
C3566,60,1261,4,0,4,0
C3584,312,2385,104,584,58,159
C3598,115,1059,16,61,12,23
C3610,94,852,31,307,9,24
C3614,47,467,7,16,,
C3622,49,669,28,121,10,38
C3626,196,0,121,0,58,504
C3642,495,8553,379,2576,89,398
C3650,95,992,39,197,22,71
C3654,365,6559,87,2950,139,3406
C3674,656,10890,312,5821,191,2854
C3678,71,1477,10,42,8,28
C3698,71,0,25,0,11,26
C3710,222,3602,110,3332,92,638
C3734,156,1461,56,244,23,119
C3746,77,0,24,232,6,0
C3762,46,0,4,15,,
C3786,157,7244,59,410,21,96
C3790,130,1807,27,0,4,15
C3798,2048,33154,556,0,483,5528
C3806,935,33450,630,18486,494,24346
C3822,28,613,8,0,3,0
C3830,995,24577,182,0,92,0
C3834,68,0,2,0,,
C3854,43,447,17,134,7,25
C3866,47,574,19,0,4,0
C3886,275,3012,69,0,62,0
C3890,753,0,302,3625,251,0
C3894,125,1467,38,138,25,65
C3914,50,410,16,57,12,28
C3930,515,0,162,0,104,0
C3934,167,0,83,0,85,817
C3938,57,625,14,97,10,19
C3946,60,529,6,10,10,27
C3954,71,1058,18,300,8,12
C3958,454,8403,177,1056,90,579
C3966,56,872,33,0,9,0
C3974,154,1724,19,101,9,21
C3982,50,582,16,86,17,81
C3990,115,1683,133,835,58,251
C4006,442,4948,221,14540,78,498
C4014,695,8611,373,3775,242,1962
C4022,157,1525,47,198,14,0
C4034,87,0,9,0,4,10
C4038,378,4309,43,555,23,124
C4042,92,0,16,0,7,166
C4058,50,566,15,115,6,23
C4066,29,375,18,0,1,0
C4090,544,6461,221,2726,226,2355
C4098,82,1350,7,148,5,7
C4106,80,0,18,0,7,43
C4110,47,557,39,330,12,102
C4114,53,0,30,0,5,6
C4118,1021,19080,406,6281,163,0
C4142,115,1716,44,324,35,216
C4150,95,1030,21,124,21,95
C4154,170,1853,54,0,23,0
C4162,460,9025,402,0,268,0
C4166,42,0,32,704,7,24
C4170,567,22719,455,4863,128,710
C4174,808,10043,429,6402,375,3255
C4186,1301,20306,459,11743,460,9109
C4190,12,0,2,0,,
C4194,478,6595,134,1130,168,4437
C4198,394,6740,139,3181,59,330
C4202,101,1028,34,254,20,51
C4210,55,726,20,112,18,57
C4214,61,720,25,139,9,27
C4220,121,1213,38,260,25,137
C4222,151,1595,54,686,51,357
C4234,119,1117,143,0,20,227
C4254,268,3399,34,1297,18,69
C4266,1181,15123,466,5515,277,1930
C4268,60,552,17,79,5,9
C4270,30,273,5,0,2,0
C4310,47,1031,9,24,4,19
C4330,45,618,26,116,4,10
C4334,177,1685,147,0,23,0
C4342,17,222,5,12,5,24
C4358,101,1216,13,0,12,0
C4362,159,4161,75,0,32,0
C4378,94,1426,26,157,14,0
C4390,83,822,106,1653,15,36
C4406,201,0,63,0,30,398
C4410,61,0,16,78,9,151
C4414,225,2695,32,0,14,0
C4418,223,2895,91,0,19,0
C4422,46,417,15,135,6,17
C4430,76,652,9,33,5,15
C4442,55,409,15,59,6,27
C4470,128,1570,45,257,46,206
C4494,22,333,31,143,6,8
C4506,254,0,24,396,13,0
C4522,136,0,35,0,22,0
C4530,906,14929,436,8039,297,10746
C4546,67,0,13,0,1,0
C4550,82,822,47,0,13,0
C4554,46,349,5,0,3,0
C4578,229,0,52,0,30,0
C4582,113,1689,19,0,10,0
C4594,160,2551,31,192,21,0
C4606,166,3381,73,1094,45,798
C4614,354,6861,252,1754,76,490
C4622,99,0,65,0,4,7
C4634,97,1196,52,299,17,72
C4652,276,4481,124,731,71,260
C4654,114,1957,5,0,1,0
C4666,45,0,34,0,1,0
C4670,97,1586,34,176,23,167
C4702,41,577,33,184,9,44
C4722,36,457,5,30,5,33
C4726,521,5418,252,4329,77,0
C4730,73,841,38,316,18,42
C4738,91,0,48,0,8,33
C4746,24,0,8,0,1,0
C4758,43,0,35,0,2,0
C4790,1913,22596,753,21980,472,6663
C4794,96,0,23,0,13,59
C4806,54,430,3,0,1,0
C4814,81,1166,19,404,4,5
C4826,52,0,11,0,2,0
C4830,42,501,11,33,5,14
C4854,80,0,9,38,3,0
C4862,243,3625,78,1298,25,160
C4866,59,850,29,0,5,0
C4870,66,692,9,0,2,0
C4890,102,1423,46,0,22,0
C4902,60,0,20,183,4,0
C4918,225,0,71,0,15,335
C4934,348,4149,63,0,39,0
C4942,72,862,20,81,10,61
C4962,180,1605,20,69,5,46
C4966,207,2413,50,0,35,0
C4970,31,406,12,0,16,46
C4974,28,538,10,51,7,26
US000,107481,1710774,47531,620661,24532,308428
